Date,Donation Source,State,Quantity Received (kg),Quantity Delivered (kg),No. of People Served,Shelter Name
2025-06-15,Community Center,Himachal Pradesh,339.24,324.84,342,"Manali Niwas, Manali"
2025-06-16,Corporate Office,Jammu & Kashmir,281.39,270.4,316,"Banihal Relief Home, Banihal"
2025-06-16,NGO Kitchen,Rajasthan,360.69,343.72,321,"Bikaner Shelter Trust, Bikaner"
2025-06-16,City Restaurant,Haryana,374.15,365.67,334,"Priya Niwas, Faridabad"
2025-06-17,Student Mess,Punjab,305.16,292.92,321,"Khalsa Ashram, Ludhiana"
2025-06-17,NGO Kitchen,Jammu & Kashmir,309.58,295.44,332,"Pahalgam Aasra, Pahalgam"
2025-06-17,City Restaurant,Haryana,329.62,321.61,340,"Aanchal Shelter, Gurugram"
2025-06-17,Community Center,Uttarakhand,302.93,294.83,340,"Devbhumi Shelter, Dehradun"
2025-06-17,Local Bakery,Punjab,371.93,356.21,342,"Guru Nanak Seva Sadan, Amritsar"
2025-06-17,Hotel Plaza,Uttar Pradesh,314.96,305.71,343,"Agra Relief Center, Agra"
2025-06-18,Student Mess,Punjab,276.29,269.54,317,"Sewa Bhawan, Patiala"
2025-06-18,Local Bakery,Uttar Pradesh,309.47,303.36,317,"Agra Relief Center, Agra"
2025-06-18,Campus Canteen,Delhi,369.82,356.47,318,"Umeed Ghar, Saket"
2025-06-18,City Restaurant,Haryana,287.88,274.36,320,"Mamta Ashram, Rohtak"
2025-06-18,Corporate Office,Uttarakhand,305.57,293.02,321,"Devbhumi Shelter, Dehradun"
2025-06-18,NGO Kitchen,Delhi,374.72,364.02,324,"Aasra Shelter Home, Paharganj"
2025-06-18,Food Corner,Himachal Pradesh,349.34,338.28,347,"Kullu Seva Kendra, Kullu"
2025-06-19,City Restaurant,Uttarakhand,345.2,337.33,320,"Devbhumi Shelter, Dehradun"
2025-06-19,Student Mess,Uttar Pradesh,292.88,282.76,328,"Agra Relief Center, Agra"
2025-06-19,Community Center,Haryana,351.39,341.25,340,"Mamta Ashram, Rohtak"
2025-06-20,NGO Kitchen,Rajasthan,367.74,357.08,320,"Mewar Ashram, Udaipur"
2025-06-20,Marriage Hall,Jammu & Kashmir,320.97,314.63,327,"Chenab Niwas, Udhampur"
2025-06-20,Local Bakery,Jammu & Kashmir,323.58,316.78,328,"Dal Kinara Shelter, Srinagar"
2025-06-20,Community Center,Haryana,383.98,371.61,329,"Sahara Bhawan, Karnal"
2025-06-20,Food Corner,Uttar Pradesh,379.38,362.25,332,"Ganga Kinara Ashram, Varanasi"
2025-06-20,Corporate Office,Uttarakhand,362.0,352.28,340,"Pahadi Niwas, Haridwar"
2025-06-20,Hotel Plaza,Rajasthan,311.56,304.54,348,"Thar Seva Sadan, Jodhpur"
2025-06-21,Hotel Plaza,Jammu & Kashmir,295.68,284.16,328,"Chenab Niwas, Udhampur"
2025-06-21,Student Mess,Uttar Pradesh,388.74,373.78,328,"Agra Relief Center, Agra"
2025-06-21,City Restaurant,Rajasthan,308.85,296.43,331,"Mewar Ashram, Udaipur"
2025-06-21,Food Corner,Jammu & Kashmir,327.46,316.82,334,"Dal Kinara Shelter, Srinagar"
2025-06-21,Campus Canteen,Himachal Pradesh,315.62,303.54,339,"Himalayan Aasra, Shimla"
2025-06-21,Local Bakery,Delhi,323.61,313.94,347,"Dil Se Sewa Kendra, Rohini"
2025-06-22,NGO Kitchen,Haryana,364.45,349.18,327,"Sahara Bhawan, Karnal"
2025-06-22,Student Mess,Punjab,329.74,322.89,330,"Nanak Niwas, Bathinda"
2025-06-22,Local Bakery,Rajasthan,373.26,361.78,348,"Rajwada Relief Home, Jaipur"
2025-06-23,Campus Canteen,Uttarakhand,319.77,306.27,319,"Pahadi Niwas, Haridwar"
2025-06-23,Food Corner,Rajasthan,300.8,288.82,323,"Mewar Ashram, Udaipur"
2025-06-23,Hotel Plaza,Himachal Pradesh,317.24,309.16,339,"Himalayan Aasra, Shimla"
2025-06-24,Hotel Plaza,Uttarakhand,279.58,272.65,320,"Pahadi Niwas, Haridwar"
2025-06-24,City Restaurant,Rajasthan,317.14,308.68,327,"Bikaner Shelter Trust, Bikaner"
2025-06-24,Community Center,Himachal Pradesh,360.6,343.47,330,"Kullu Seva Kendra, Kullu"
2025-06-24,Food Corner,Punjab,328.31,320.9,331,"Sewa Bhawan, Patiala"
2025-06-24,NGO Kitchen,Haryana,380.49,370.74,339,"Aanchal Shelter, Gurugram"
2025-06-24,Marriage Hall,Uttarakhand,395.58,384.12,341,"Shivalik Aasra, Rishikesh"
2025-06-24,Local Bakery,Haryana,354.7,346.42,344,"Priya Niwas, Faridabad"
2025-06-25,Corporate Office,Haryana,328.25,313.5,331,"Sahara Bhawan, Karnal"
2025-06-25,Food Corner,Jammu & Kashmir,388.41,375.54,345,"Jhelum Seva Sadan, Jammu"
2025-06-25,Marriage Hall,Delhi,395.29,381.95,348,"Umeed Ghar, Saket"
2025-06-26,Campus Canteen,Rajasthan,358.24,350.86,325,"Aravalli Niwas, Ajmer"
2025-06-26,Food Corner,Jammu & Kashmir,353.28,340.38,325,"Chenab Niwas, Udhampur"
2025-06-26,NGO Kitchen,Uttar Pradesh,288.33,278.74,325,"Prayag Seva Sadan, Prayagraj"
2025-06-26,Local Bakery,Rajasthan,359.3,346.1,332,"Aravalli Niwas, Ajmer"
2025-06-26,Community Center,Uttarakhand,307.99,299.14,335,"Pahadi Niwas, Haridwar"
2025-06-27,Hotel Plaza,Jammu & Kashmir,376.9,364.21,333,"Dal Kinara Shelter, Srinagar"
2025-06-27,NGO Kitchen,Uttarakhand,347.76,334.55,336,"Mandakini Ashram, Rudraprayag"
2025-06-27,City Restaurant,Delhi,383.53,367.2,338,"Dil Se Sewa Kendra, Rohini"
2025-06-27,Community Center,Haryana,387.18,378.89,338,"Aanchal Shelter, Gurugram"
2025-06-27,Food Corner,Uttar Pradesh,335.2,320.93,345,"Ganga Kinara Ashram, Varanasi"
2025-06-27,Local Bakery,Rajasthan,309.03,301.78,345,"Aravalli Niwas, Ajmer"
2025-06-27,Marriage Hall,Uttarakhand,376.21,359.47,349,"Pahadi Niwas, Haridwar"
2025-06-28,Food Corner,Delhi,376.56,368.81,327,"Aasra Shelter Home, Paharganj"
2025-06-28,Campus Canteen,Uttarakhand,380.21,371.21,334,"Shivalik Aasra, Rishikesh"
2025-06-28,Student Mess,Delhi,349.11,340.63,336,"Umeed Ghar, Saket"
2025-06-28,City Restaurant,Uttar Pradesh,393.35,378.85,349,"Vrindavan Aasra, Mathura"
2025-06-29,NGO Kitchen,Jammu & Kashmir,320.92,307.3,324,"Chenab Niwas, Udhampur"
2025-06-29,Local Bakery,Uttar Pradesh,387.11,371.62,336,"Agra Relief Center, Agra"
2025-06-29,Hotel Plaza,Uttarakhand,305.15,298.95,340,"Shivalik Aasra, Rishikesh"
2025-06-29,Corporate Office,Rajasthan,394.54,384.25,342,"Rajwada Relief Home, Jaipur"
2025-06-29,Community Center,Jammu & Kashmir,335.47,327.17,351,"Pahalgam Aasra, Pahalgam"
2025-06-30,Community Center,Jammu & Kashmir,315.76,301.56,328,"Banihal Relief Home, Banihal"
2025-06-30,Local Bakery,Himachal Pradesh,299.28,286.69,331,"Manali Niwas, Manali"
2025-06-30,Marriage Hall,Punjab,329.33,316.61,343,"Khalsa Ashram, Ludhiana"
2025-06-30,City Restaurant,Uttarakhand,380.85,371.99,354,"Shivalik Aasra, Rishikesh"
2025-07-01,Marriage Hall,Uttar Pradesh,302.31,292.62,324,"Vrindavan Aasra, Mathura"
2025-07-01,Corporate Office,Delhi,327.97,320.66,326,"Prem Ashram, Lajpat Nagar"
2025-07-01,Campus Canteen,Rajasthan,307.46,294.63,346,"Aravalli Niwas, Ajmer"
2025-07-01,Student Mess,Punjab,344.11,328.69,349,"Khalsa Ashram, Ludhiana"
2025-07-01,Hotel Plaza,Punjab,316.15,305.93,352,"Nanak Niwas, Bathinda"
2025-07-02,Student Mess,Rajasthan,312.46,304.47,325,"Aravalli Niwas, Ajmer"
2025-07-02,Corporate Office,Haryana,362.68,347.03,329,"Aanchal Shelter, Gurugram"
2025-07-02,Marriage Hall,Punjab,380.61,365.64,329,"Nanak Niwas, Bathinda"
2025-07-02,Campus Canteen,Jammu & Kashmir,299.13,288.84,330,"Pahalgam Aasra, Pahalgam"
2025-07-02,Food Corner,Uttarakhand,331.9,317.64,345,"Pahadi Niwas, Haridwar"
2025-07-02,Local Bakery,Punjab,417.07,397.71,351,"Guru Nanak Seva Sadan, Amritsar"
2025-07-03,Corporate Office,Delhi,299.95,292.99,335,"Aasra Shelter Home, Paharganj"
2025-07-03,Food Corner,Rajasthan,356.33,346.89,337,"Mewar Ashram, Udaipur"
2025-07-03,Local Bakery,Jammu & Kashmir,401.06,387.34,338,"Jhelum Seva Sadan, Jammu"
2025-07-03,Student Mess,Punjab,377.59,369.97,341,"Sewa Bhawan, Patiala"
2025-07-03,Marriage Hall,Uttar Pradesh,387.07,374.2,343,"Shanti Niwas, Lucknow"
2025-07-03,City Restaurant,Uttar Pradesh,373.74,360.2,345,"Agra Relief Center, Agra"
2025-07-03,Campus Canteen,Punjab,374.38,358.97,346,"Vatsal Niwas, Jalandhar"
2025-07-04,NGO Kitchen,Punjab,397.03,382.31,336,"Vatsal Niwas, Jalandhar"
2025-07-04,Community Center,Punjab,375.03,357.24,343,"Guru Nanak Seva Sadan, Amritsar"
2025-07-04,Corporate Office,Haryana,342.87,328.81,349,"Aanchal Shelter, Gurugram"
2025-07-04,Food Corner,Uttar Pradesh,407.06,389.98,352,"Ganga Kinara Ashram, Varanasi"
2025-07-05,Hotel Plaza,Punjab,298.74,287.47,328,"Vatsal Niwas, Jalandhar"
2025-07-05,Marriage Hall,Uttarakhand,395.32,377.08,344,"Uttarakhand Seva Kendra, Nainital"
2025-07-05,Local Bakery,Haryana,333.43,318.83,351,"Sukoon Sadan, Hisar"
2025-07-05,Food Corner,Jammu & Kashmir,342.0,325.85,356,"Pahalgam Aasra, Pahalgam"
2025-07-06,City Restaurant,Punjab,330.42,323.19,333,"Guru Nanak Seva Sadan, Amritsar"
2025-07-06,Food Corner,Punjab,376.82,365.33,351,"Khalsa Ashram, Ludhiana"
2025-07-06,Marriage Hall,Rajasthan,391.71,373.81,355,"Rajwada Relief Home, Jaipur"
2025-07-06,Community Center,Delhi,374.53,365.34,357,"Snehi Niwas, Dwarka"
2025-07-07,Marriage Hall,Jammu & Kashmir,331.74,323.23,333,"Banihal Relief Home, Banihal"
2025-07-07,Corporate Office,Rajasthan,377.11,367.72,338,"Aravalli Niwas, Ajmer"
2025-07-07,Local Bakery,Punjab,398.96,383.12,339,"Nanak Niwas, Bathinda"
2025-07-07,Community Center,Haryana,347.53,339.66,342,"Sahara Bhawan, Karnal"
2025-07-07,Food Corner,Haryana,406.75,394.81,345,"Sahara Bhawan, Karnal"
2025-07-07,Hotel Plaza,Jammu & Kashmir,409.77,395.41,350,"Banihal Relief Home, Banihal"
2025-07-07,City Restaurant,Himachal Pradesh,337.97,330.77,351,"Himalayan Aasra, Shimla"
2025-07-08,Marriage Hall,Himachal Pradesh,357.56,343.75,347,"Himalayan Aasra, Shimla"
2025-07-08,Campus Canteen,Delhi,387.98,372.65,351,"Aasra Shelter Home, Paharganj"
2025-07-08,Corporate Office,Haryana,418.17,403.34,358,"Sukoon Sadan, Hisar"
2025-07-09,Student Mess,Uttar Pradesh,318.72,304.38,341,"Vrindavan Aasra, Mathura"
2025-07-09,Campus Canteen,Haryana,314.54,306.77,344,"Aanchal Shelter, Gurugram"
2025-07-09,City Restaurant,Uttar Pradesh,335.2,327.56,348,"Vrindavan Aasra, Mathura"
2025-07-10,Corporate Office,Himachal Pradesh,330.99,321.81,337,"Dharamsala Shelter, Dharamsala"
2025-07-10,Campus Canteen,Uttar Pradesh,325.94,318.36,338,"Prayag Seva Sadan, Prayagraj"
2025-07-10,NGO Kitchen,Uttar Pradesh,369.38,357.63,346,"Agra Relief Center, Agra"
2025-07-10,Food Corner,Rajasthan,394.4,384.74,347,"Rajwada Relief Home, Jaipur"
2025-07-10,Hotel Plaza,Delhi,331.65,321.97,350,"Dil Se Sewa Kendra, Rohini"
2025-07-10,Community Center,Rajasthan,315.59,305.82,351,"Aravalli Niwas, Ajmer"
2025-07-10,City Restaurant,Delhi,349.91,337.43,356,"Prem Ashram, Lajpat Nagar"
2025-07-11,NGO Kitchen,Delhi,362.68,349.32,330,"Aasra Shelter Home, Paharganj"
2025-07-11,Community Center,Uttar Pradesh,383.06,373.75,337,"Vrindavan Aasra, Mathura"
2025-07-11,Student Mess,Haryana,379.32,365.69,352,"Priya Niwas, Faridabad"
2025-07-11,Corporate Office,Rajasthan,326.07,318.51,358,"Bikaner Shelter Trust, Bikaner"
2025-07-12,Marriage Hall,Himachal Pradesh,390.97,383.0,335,"Dharamsala Shelter, Dharamsala"
2025-07-12,NGO Kitchen,Delhi,350.29,343.3,335,"Snehi Niwas, Dwarka"
2025-07-12,Community Center,Uttarakhand,414.67,396.28,345,"Uttarakhand Seva Kendra, Nainital"
2025-07-12,Food Corner,Himachal Pradesh,403.9,395.46,352,"Kullu Seva Kendra, Kullu"
2025-07-13,Marriage Hall,Haryana,313.77,306.73,331,"Priya Niwas, Faridabad"
2025-07-13,Local Bakery,Jammu & Kashmir,301.07,287.79,332,"Pahalgam Aasra, Pahalgam"
2025-07-13,Food Corner,Uttarakhand,329.44,316.18,345,"Shivalik Aasra, Rishikesh"
2025-07-13,NGO Kitchen,Uttarakhand,367.7,355.92,353,"Shivalik Aasra, Rishikesh"
2025-07-13,Student Mess,Rajasthan,333.77,318.22,353,"Aravalli Niwas, Ajmer"
2025-07-14,NGO Kitchen,Uttarakhand,305.82,293.25,341,"Pahadi Niwas, Haridwar"
2025-07-14,Hotel Plaza,Haryana,349.89,338.16,342,"Aanchal Shelter, Gurugram"
2025-07-14,Community Center,Jammu & Kashmir,335.85,321.38,357,"Jhelum Seva Sadan, Jammu"
2025-07-15,Corporate Office,Himachal Pradesh,348.72,337.22,348,"Manali Niwas, Manali"
2025-07-15,NGO Kitchen,Rajasthan,350.55,340.19,349,"Mewar Ashram, Udaipur"
2025-07-15,Community Center,Himachal Pradesh,317.44,303.26,349,"Manali Niwas, Manali"
2025-07-15,Local Bakery,Himachal Pradesh,334.45,320.05,361,"Dalhousie Relief Home, Dalhousie"
2025-07-16,NGO Kitchen,Rajasthan,350.74,334.04,339,"Aravalli Niwas, Ajmer"
2025-07-16,Food Corner,Uttar Pradesh,353.65,343.07,340,"Ganga Kinara Ashram, Varanasi"
2025-07-16,Student Mess,Rajasthan,402.89,385.43,347,"Mewar Ashram, Udaipur"
2025-07-16,Local Bakery,Jammu & Kashmir,366.91,354.22,357,"Pahalgam Aasra, Pahalgam"
2025-07-17,Hotel Plaza,Delhi,347.77,334.79,344,"Snehi Niwas, Dwarka"
2025-07-17,Campus Canteen,Haryana,352.67,345.65,349,"Mamta Ashram, Rohtak"
2025-07-17,Marriage Hall,Himachal Pradesh,409.38,393.21,359,"Dharamsala Shelter, Dharamsala"
2025-07-18,Corporate Office,Delhi,395.33,380.3,340,"Umeed Ghar, Saket"
2025-07-18,NGO Kitchen,Himachal Pradesh,380.71,364.01,346,"Kullu Seva Kendra, Kullu"
2025-07-18,Food Corner,Uttar Pradesh,414.19,394.83,357,"Agra Relief Center, Agra"
2025-07-19,NGO Kitchen,Jammu & Kashmir,318.46,311.64,334,"Dal Kinara Shelter, Srinagar"
2025-07-19,Marriage Hall,Punjab,298.41,288.52,334,"Khalsa Ashram, Ludhiana"
2025-07-19,Local Bakery,Uttarakhand,310.39,300.34,337,"Shivalik Aasra, Rishikesh"
2025-07-19,Corporate Office,Delhi,338.53,327.38,347,"Aasra Shelter Home, Paharganj"
2025-07-19,Campus Canteen,Punjab,388.34,374.79,349,"Sewa Bhawan, Patiala"
2025-07-19,Food Corner,Punjab,413.67,397.5,352,"Vatsal Niwas, Jalandhar"
2025-07-19,Community Center,Jammu & Kashmir,396.15,381.56,364,"Chenab Niwas, Udhampur"
2025-07-20,NGO Kitchen,Rajasthan,298.41,288.32,339,"Aravalli Niwas, Ajmer"
2025-07-20,Local Bakery,Delhi,333.96,324.76,350,"Dil Se Sewa Kendra, Rohini"
2025-07-20,Campus Canteen,Haryana,401.97,390.71,354,"Mamta Ashram, Rohtak"
2025-07-21,Campus Canteen,Rajasthan,338.48,330.28,343,"Mewar Ashram, Udaipur"
2025-07-21,Community Center,Rajasthan,378.75,367.64,360,"Aravalli Niwas, Ajmer"
2025-07-21,Corporate Office,Uttarakhand,372.42,361.67,364,"Mandakini Ashram, Rudraprayag"
2025-07-22,Hotel Plaza,Haryana,302.74,296.22,336,"Priya Niwas, Faridabad"
2025-07-22,Student Mess,Haryana,373.74,357.68,352,"Sukoon Sadan, Hisar"
2025-07-22,Corporate Office,Punjab,416.42,401.32,362,"Vatsal Niwas, Jalandhar"
2025-07-23,Community Center,Rajasthan,371.88,361.49,336,"Bikaner Shelter Trust, Bikaner"
2025-07-23,Student Mess,Jammu & Kashmir,353.9,341.32,340,"Jhelum Seva Sadan, Jammu"
2025-07-23,Marriage Hall,Delhi,392.75,377.25,344,"Prem Ashram, Lajpat Nagar"
2025-07-23,Corporate Office,Delhi,380.58,368.03,344,"Dil Se Sewa Kendra, Rohini"
2025-07-23,Food Corner,Rajasthan,390.56,374.46,351,"Thar Seva Sadan, Jodhpur"
2025-07-23,City Restaurant,Punjab,420.14,400.63,360,"Sewa Bhawan, Patiala"
2025-07-23,NGO Kitchen,Delhi,355.72,342.0,366,"Dil Se Sewa Kendra, Rohini"
2025-07-24,City Restaurant,Uttarakhand,380.69,365.21,344,"Shivalik Aasra, Rishikesh"
2025-07-24,Campus Canteen,Delhi,335.71,320.0,348,"Prem Ashram, Lajpat Nagar"
2025-07-24,Marriage Hall,Delhi,329.07,322.01,349,"Umeed Ghar, Saket"
2025-07-24,Hotel Plaza,Rajasthan,344.9,336.4,357,"Thar Seva Sadan, Jodhpur"
2025-07-25,Corporate Office,Himachal Pradesh,381.64,370.26,345,"Dalhousie Relief Home, Dalhousie"
2025-07-25,NGO Kitchen,Delhi,379.4,368.97,347,"Prem Ashram, Lajpat Nagar"
2025-07-25,Campus Canteen,Jammu & Kashmir,331.94,319.99,367,"Pahalgam Aasra, Pahalgam"
2025-07-26,Food Corner,Punjab,374.56,363.29,338,"Sewa Bhawan, Patiala"
2025-07-26,Hotel Plaza,Haryana,326.76,312.92,340,"Sukoon Sadan, Hisar"
2025-07-26,Corporate Office,Uttarakhand,377.85,366.6,341,"Devbhumi Shelter, Dehradun"
2025-07-26,City Restaurant,Punjab,316.44,302.67,343,"Nanak Niwas, Bathinda"
2025-07-26,Campus Canteen,Haryana,337.5,322.85,351,"Priya Niwas, Faridabad"
2025-07-26,NGO Kitchen,Himachal Pradesh,422.87,410.75,365,"Dharamsala Shelter, Dharamsala"
2025-07-27,Student Mess,Jammu & Kashmir,341.49,334.14,339,"Chenab Niwas, Udhampur"
2025-07-27,City Restaurant,Punjab,334.18,319.8,343,"Khalsa Ashram, Ludhiana"
2025-07-27,NGO Kitchen,Punjab,309.71,299.9,343,"Nanak Niwas, Bathinda"
2025-07-27,Corporate Office,Himachal Pradesh,386.12,369.31,356,"Himalayan Aasra, Shimla"
2025-07-28,Corporate Office,Punjab,391.32,379.8,347,"Sewa Bhawan, Patiala"
2025-07-28,Community Center,Jammu & Kashmir,382.77,369.58,350,"Jhelum Seva Sadan, Jammu"
2025-07-28,Campus Canteen,Jammu & Kashmir,388.09,380.46,355,"Banihal Relief Home, Banihal"
2025-07-28,Local Bakery,Uttarakhand,421.94,401.88,361,"Shivalik Aasra, Rishikesh"
2025-07-29,Campus Canteen,Punjab,358.53,342.56,339,"Guru Nanak Seva Sadan, Amritsar"
2025-07-29,Food Corner,Punjab,314.57,299.97,349,"Sewa Bhawan, Patiala"
2025-07-29,NGO Kitchen,Himachal Pradesh,384.88,369.07,351,"Manali Niwas, Manali"
2025-07-29,Student Mess,Haryana,402.94,386.26,357,"Priya Niwas, Faridabad"
2025-07-29,Corporate Office,Himachal Pradesh,356.06,341.58,361,"Dalhousie Relief Home, Dalhousie"
2025-07-29,Community Center,Uttar Pradesh,321.0,311.79,362,"Shanti Niwas, Lucknow"
2025-07-29,City Restaurant,Uttarakhand,412.05,402.01,368,"Shivalik Aasra, Rishikesh"
2025-07-30,Corporate Office,Punjab,363.53,352.48,346,"Khalsa Ashram, Ludhiana"
2025-07-30,Marriage Hall,Uttarakhand,405.71,390.51,360,"Uttarakhand Seva Kendra, Nainital"
2025-07-30,Local Bakery,Haryana,351.54,339.92,364,"Mamta Ashram, Rohtak"
2025-07-31,NGO Kitchen,Uttarakhand,340.4,329.66,340,"Devbhumi Shelter, Dehradun"
2025-07-31,City Restaurant,Punjab,364.96,350.61,347,"Sewa Bhawan, Patiala"
2025-07-31,Corporate Office,Delhi,406.15,389.22,351,"Umeed Ghar, Saket"
2025-07-31,Hotel Plaza,Delhi,413.71,395.05,354,"Prem Ashram, Lajpat Nagar"
2025-07-31,Community Center,Uttarakhand,401.09,393.21,355,"Mandakini Ashram, Rudraprayag"
2025-07-31,Campus Canteen,Rajasthan,357.93,342.14,361,"Aravalli Niwas, Ajmer"
2025-07-31,Marriage Hall,Rajasthan,349.01,339.49,365,"Bikaner Shelter Trust, Bikaner"
2025-08-01,Local Bakery,Delhi,307.24,296.87,341,"Umeed Ghar, Saket"
2025-08-01,Marriage Hall,Rajasthan,423.03,409.68,357,"Aravalli Niwas, Ajmer"
2025-08-01,Student Mess,Jammu & Kashmir,416.95,406.48,358,"Chenab Niwas, Udhampur"
2025-08-01,Campus Canteen,Delhi,416.43,407.9,359,"Aasra Shelter Home, Paharganj"
2025-08-01,Hotel Plaza,Jammu & Kashmir,420.7,409.25,365,"Pahalgam Aasra, Pahalgam"
2025-08-01,Community Center,Haryana,339.76,326.26,368,"Sahara Bhawan, Karnal"
2025-08-01,Corporate Office,Punjab,322.42,315.67,369,"Nanak Niwas, Bathinda"
2025-08-02,Local Bakery,Rajasthan,315.74,306.54,344,"Rajwada Relief Home, Jaipur"
2025-08-02,Marriage Hall,Punjab,326.79,314.2,347,"Guru Nanak Seva Sadan, Amritsar"
2025-08-02,Community Center,Jammu & Kashmir,318.66,305.69,352,"Jhelum Seva Sadan, Jammu"
2025-08-02,Food Corner,Delhi,371.91,356.98,353,"Dil Se Sewa Kendra, Rohini"
2025-08-02,Campus Canteen,Uttar Pradesh,367.05,359.09,367,"Shanti Niwas, Lucknow"
2025-08-03,City Restaurant,Jammu & Kashmir,322.32,315.51,344,"Chenab Niwas, Udhampur"
2025-08-03,Corporate Office,Delhi,346.82,334.68,349,"Aasra Shelter Home, Paharganj"
2025-08-03,Hotel Plaza,Rajasthan,359.17,349.45,356,"Bikaner Shelter Trust, Bikaner"
2025-08-03,Student Mess,Haryana,422.32,407.0,356,"Mamta Ashram, Rohtak"
2025-08-04,Community Center,Delhi,386.76,368.5,344,"Dil Se Sewa Kendra, Rohini"
2025-08-04,Local Bakery,Punjab,337.68,328.37,345,"Sewa Bhawan, Patiala"
2025-08-04,Hotel Plaza,Himachal Pradesh,397.34,386.8,351,"Himalayan Aasra, Shimla"
2025-08-04,Campus Canteen,Uttar Pradesh,395.21,384.51,352,"Ganga Kinara Ashram, Varanasi"
2025-08-04,Corporate Office,Jammu & Kashmir,370.5,359.96,356,"Dal Kinara Shelter, Srinagar"
2025-08-04,Marriage Hall,Jammu & Kashmir,403.84,385.75,363,"Pahalgam Aasra, Pahalgam"
2025-08-04,Student Mess,Uttarakhand,440.22,423.66,369,"Pahadi Niwas, Haridwar"
2025-08-05,Corporate Office,Rajasthan,398.67,380.64,345,"Bikaner Shelter Trust, Bikaner"
2025-08-05,NGO Kitchen,Himachal Pradesh,409.09,392.54,349,"Dharamsala Shelter, Dharamsala"
2025-08-05,Food Corner,Delhi,345.38,331.48,351,"Umeed Ghar, Saket"
2025-08-05,Hotel Plaza,Himachal Pradesh,395.7,377.74,359,"Dharamsala Shelter, Dharamsala"
2025-08-05,Community Center,Haryana,355.79,340.37,364,"Sahara Bhawan, Karnal"
2025-08-05,City Restaurant,Punjab,405.51,395.26,371,"Khalsa Ashram, Ludhiana"
2025-08-05,Campus Canteen,Jammu & Kashmir,361.82,352.61,372,"Banihal Relief Home, Banihal"
2025-08-06,Student Mess,Punjab,318.42,306.42,346,"Vatsal Niwas, Jalandhar"
2025-08-06,Marriage Hall,Himachal Pradesh,401.11,387.18,349,"Manali Niwas, Manali"
2025-08-06,Local Bakery,Uttarakhand,320.3,307.16,356,"Uttarakhand Seva Kendra, Nainital"
2025-08-06,Corporate Office,Delhi,414.02,397.88,369,"Umeed Ghar, Saket"
2025-08-06,City Restaurant,Punjab,330.2,316.8,370,"Nanak Niwas, Bathinda"
2025-08-07,Community Center,Himachal Pradesh,354.52,346.54,349,"Kullu Seva Kendra, Kullu"
2025-08-07,Student Mess,Rajasthan,359.5,342.73,349,"Mewar Ashram, Udaipur"
2025-08-07,Marriage Hall,Jammu & Kashmir,329.62,317.45,356,"Dal Kinara Shelter, Srinagar"
2025-08-07,Corporate Office,Uttar Pradesh,395.88,384.62,359,"Agra Relief Center, Agra"
2025-08-07,Campus Canteen,Haryana,340.33,324.56,360,"Aanchal Shelter, Gurugram"
2025-08-08,Food Corner,Delhi,332.0,325.27,356,"Dil Se Sewa Kendra, Rohini"
2025-08-08,NGO Kitchen,Jammu & Kashmir,366.34,358.15,360,"Banihal Relief Home, Banihal"
2025-08-08,Corporate Office,Himachal Pradesh,326.28,319.36,361,"Himalayan Aasra, Shimla"
2025-08-09,Food Corner,Haryana,367.85,351.26,351,"Aanchal Shelter, Gurugram"
2025-08-09,NGO Kitchen,Haryana,424.25,409.64,358,"Priya Niwas, Faridabad"
2025-08-09,Local Bakery,Jammu & Kashmir,319.47,306.7,359,"Pahalgam Aasra, Pahalgam"
2025-08-09,Marriage Hall,Jammu & Kashmir,411.95,395.99,363,"Pahalgam Aasra, Pahalgam"
2025-08-09,Campus Canteen,Himachal Pradesh,413.88,405.14,368,"Dalhousie Relief Home, Dalhousie"
2025-08-10,City Restaurant,Uttarakhand,366.22,357.4,357,"Uttarakhand Seva Kendra, Nainital"
2025-08-10,NGO Kitchen,Jammu & Kashmir,362.6,351.16,357,"Jhelum Seva Sadan, Jammu"
2025-08-10,Corporate Office,Haryana,412.46,399.76,359,"Sahara Bhawan, Karnal"
2025-08-10,Food Corner,Haryana,431.28,416.82,367,"Mamta Ashram, Rohtak"
2025-08-10,Local Bakery,Himachal Pradesh,406.44,397.18,369,"Dalhousie Relief Home, Dalhousie"
2025-08-10,Student Mess,Rajasthan,390.39,379.21,369,"Aravalli Niwas, Ajmer"
2025-08-10,Campus Canteen,Himachal Pradesh,401.58,384.85,373,"Himalayan Aasra, Shimla"
2025-08-11,Student Mess,Punjab,336.72,328.8,362,"Sewa Bhawan, Patiala"
2025-08-11,Corporate Office,Delhi,396.99,378.8,362,"Prem Ashram, Lajpat Nagar"
2025-08-11,NGO Kitchen,Jammu & Kashmir,392.99,384.88,363,"Pahalgam Aasra, Pahalgam"
2025-08-11,Food Corner,Uttarakhand,377.71,362.17,368,"Devbhumi Shelter, Dehradun"
2025-08-11,Campus Canteen,Himachal Pradesh,420.57,412.1,375,"Dalhousie Relief Home, Dalhousie"
2025-08-12,Community Center,Uttarakhand,384.39,368.2,351,"Devbhumi Shelter, Dehradun"
2025-08-12,Food Corner,Jammu & Kashmir,331.89,317.0,358,"Dal Kinara Shelter, Srinagar"
2025-08-12,Student Mess,Punjab,413.1,394.92,363,"Guru Nanak Seva Sadan, Amritsar"
